spec	Fold_0
nist_1810831	test
nist_1810851	test
nist_1810870	test
nist_1810905	test
nist_1810972	test
nist_1810995	test
nist_1811018	test
nist_1811114	test
nist_1811193	val
nist_1811212	val
nist_1811229	val
nist_1811253	val
nist_1811326	val
nist_1811362	train
nist_1811407	test
nist_1811465	train
nist_1811501	train
nist_1811515	train
nist_1811538	test
nist_1811633	train
nist_1811655	train
nist_1811745	test
nist_1811782	train
nist_1811856	test
nist_1811876	test
nist_1811934	test
nist_1811973	test
nist_1812028	test
nist_1812090	val
nist_1812115	train
nist_1812156	train
nist_1812170	test
nist_1812179	train
nist_1812196	test
nist_1812213	train
nist_1812231	test
nist_1812269	train
nist_1812297	test
nist_1812358	train
nist_1812410	train
nist_1812469	test
nist_1812511	test
nist_1812532	test
nist_1812546	test
nist_1812582	train
nist_1812598	train
nist_1812671	test
nist_1812717	test
nist_1812761	train
nist_1812770	train
nist_1812809	train
nist_1812814	train
nist_1812840	train
nist_1812892	test
nist_1812913	test
nist_1812997	test
nist_1813020	test
nist_1813076	test
nist_1813092	test
nist_1813123	test
nist_1813135	test
nist_1813183	test
nist_1813197	test
nist_1813241	test
nist_1813259	test
nist_1813290	train
nist_1813309	train
nist_1813364	test
nist_1813403	train
nist_1813443	test
nist_1813484	test
nist_1813523	train
nist_1813539	train
nist_1813619	test
nist_1813634	test
nist_1813694	train
nist_1813701	train
nist_1813757	test
nist_1813796	train
nist_1813806	train
nist_1813827	test
nist_1813846	test
nist_1813891	test
nist_1813965	test
nist_1813973	test
nist_1814017	train
nist_1814072	train
nist_1814119	train
nist_1814135	test
nist_1814157	test
nist_1814178	test
nist_1814233	train
nist_1814388	test
nist_1814408	test
nist_1814427	test
nist_1814480	test
nist_1814822	test
nist_1814863	test
nist_1814911	train
nist_1814917	train
nist_1814983	val
nist_1815065	train
nist_1815077	train
nist_1815113	train
nist_1815153	train
nist_1815193	train
nist_1815223	train
nist_1815311	test
nist_1815357	train
nist_1815480	test
nist_1815584	test
nist_1815685	train
nist_1815689	train
nist_1815748	train
nist_1815783	test
nist_1815808	test
nist_1815850	test
nist_1815870	test
nist_1815928	test
nist_1815949	test
nist_1816025	val
nist_1816084	val
nist_1816237	val
nist_1816260	test
nist_1816283	test
nist_1816398	test
nist_1816573	test
nist_1816594	test
nist_1816614	test
nist_1816659	test
nist_1816693	test
nist_1816717	test
nist_1816776	test
nist_1816794	test
nist_1816816	test
nist_1816865	test
nist_1816932	test
nist_1816955	test
nist_1817020	test
nist_1817039	test
nist_1817063	test
nist_1817074	test
nist_1817114	test
nist_1817161	train
nist_1817181	train
nist_1817262	train
nist_1817285	train
nist_1817347	train
nist_1817430	train
nist_1817447	test
nist_1817467	test
nist_1817558	train
nist_1817613	test
nist_1817654	train
nist_1817671	train
nist_1817688	test
nist_1817719	test
nist_1817742	test
nist_1817746	test
nist_1817799	val
nist_1817857	val
nist_1817913	test
nist_1817937	test
nist_1817980	test
nist_1818001	train
nist_1818030	train
nist_1818099	train
nist_1818119	train
nist_1818136	test
nist_1818146	train
nist_1818163	train
nist_1818208	train
nist_1818231	train
nist_1818278	train
nist_1818285	test
nist_1818316	test
nist_1818344	test
nist_1818367	test
nist_1818391	test
nist_1818440	test
nist_1818506	test
nist_1818524	test
nist_1818593	test
nist_1818628	test
nist_1818852	test
nist_1818874	test
nist_1818894	test
nist_1818910	test
nist_1818963	test
nist_1819038	train
nist_1819077	train
nist_1819122	train
nist_1819141	train
nist_1819159	train
nist_1819188	test
nist_1819206	test
nist_1819265	test
nist_1819282	test
nist_1819331	test
nist_1819393	train
nist_1819408	train
nist_1819428	test
nist_1819448	test
nist_1819469	test
nist_1819502	test
nist_1819550	train
nist_1819593	val
nist_1819641	test
nist_1819660	test
nist_1819725	test
nist_1819833	test
nist_1819895	train
nist_1819917	train
nist_1819970	train
nist_1819973	test
nist_1820028	test
nist_1820052	test
nist_1820071	test
nist_1820099	test
nist_1820124	test
nist_1820144	test
nist_1820177	test
nist_1820200	test
nist_1820238	train
nist_1820362	test
nist_1820383	test
nist_1820474	train
nist_1820565	test
nist_1820589	test
nist_1820610	test
nist_1820652	test
nist_1820673	test
nist_1820695	test
nist_1820714	test
nist_1820727	test
nist_1820774	test
nist_1820789	test
nist_1820872	train
nist_1820893	train
nist_1820915	train
nist_1820937	train
nist_1820972	train
nist_1820983	test
nist_1821005	test
nist_1821042	test
nist_1821073	test
nist_1821153	train
nist_1821186	train
nist_1821194	train
nist_1821219	train
nist_1821299	train
nist_1821325	test
nist_1821383	test
nist_1821386	train
nist_1821407	train
nist_1821590	test
nist_1821605	test
nist_1821730	train
nist_1821754	test
nist_1821771	test
nist_1821780	test
nist_1821811	test
nist_1821855	test
nist_1821862	test
nist_1821896	train
nist_1821913	train
nist_1821923	train
nist_1822010	test
nist_1822034	test
nist_1822057	test
nist_1822087	test
nist_1822110	test
nist_1822130	test
nist_1822180	test
nist_1822201	test
nist_1822224	test
nist_1822245	test
nist_1822266	test
nist_1822276	train
nist_1822352	train
nist_1822377	train
nist_1822422	train
nist_1822493	train
nist_1822515	train
nist_1822595	train
nist_1822615	train
nist_1822685	train
nist_1822704	train
nist_1822745	test
nist_1822754	test
nist_1822776	test
nist_1822795	test
nist_1822844	train
nist_1823014	test
nist_1823094	test
nist_1823126	test
nist_1823150	test
nist_1823191	test
nist_1823354	train
nist_1823554	test
nist_1823606	test
nist_1823680	test
nist_1823686	train
nist_1823714	test
nist_1823752	train
nist_1823777	train
nist_1823823	train
nist_1823826	train
nist_1823855	train
nist_1823877	train
nist_1823902	test
nist_1823937	train
nist_1823960	train
nist_1823999	test
nist_1824026	test
nist_1824031	test
nist_1824047	train
nist_1824114	train
nist_1824133	test
nist_1824222	val
nist_1824297	train
nist_1824443	test
nist_1824466	test
nist_1824526	test
nist_1824630	test
nist_1824697	test
nist_1824716	train
nist_1824741	train
nist_1824789	train
nist_1824881	test
nist_1824920	test
nist_1824968	test
nist_1825043	test
nist_1825052	test
nist_1825097	train
nist_1825146	test
nist_1825211	test
nist_1825261	test
nist_1825372	test
nist_1825381	train
nist_1825388	test
nist_1825408	train
nist_1825426	train
nist_1825441	val
nist_1825464	test
nist_1825483	test
nist_1825557	test
nist_1825561	test
nist_1825619	train
nist_1825666	train
nist_1825729	test
nist_1825751	test
nist_1825766	test
nist_1825781	test
nist_1825827	train
nist_1825855	test
nist_1825871	test
nist_1825924	test
nist_1825943	test
nist_1825951	test
nist_1825969	train
nist_1825995	test
nist_1826013	test
nist_1826017	train
nist_1826050	train
nist_1826071	train
nist_1826081	test
nist_1826131	test
nist_1826166	train
nist_1826197	test
nist_1826215	test
nist_1826254	train
nist_1826274	train
nist_1826289	test
nist_1826381	test
nist_1826411	train
nist_1826433	test
nist_1826454	test
nist_1826470	test
nist_1826511	test
nist_1826542	test
nist_1826586	test
nist_1826622	test
nist_1826653	test
nist_1826700	test
nist_1826726	train
nist_1826750	train
nist_1826779	train
nist_1826804	test
nist_1826826	test
nist_1826832	test
nist_1826860	test
nist_1826927	test
nist_1826963	train
nist_1827023	train
nist_1827033	train
nist_1827052	test
nist_1827084	train
nist_1827116	train
nist_1827152	train
nist_1827173	train
nist_1827195	train
nist_1827217	train
nist_1827230	train
nist_1827273	test
nist_1827332	train
nist_1827382	test
nist_1827438	test
nist_1827457	test
nist_1827506	train
nist_1827524	train
nist_1827557	train
nist_1827614	train
nist_1827626	train
nist_1827657	train
nist_1827730	test
nist_1827770	test
nist_1827827	train
nist_1827880	train
nist_1827920	test
nist_1827968	test
nist_1827991	test
nist_1828024	test
nist_1828045	test
nist_1828094	test
nist_1828105	test
nist_1828131	test
nist_1828184	train
nist_1828208	train
nist_1828241	test
nist_1828274	train
nist_1828296	train
nist_1828298	train
nist_1828352	test
nist_1828369	test
nist_1828384	train
nist_1828404	train
nist_1828425	train
nist_1828447	test
nist_1828485	test
nist_1828498	train
nist_1828504	train
nist_1828527	train
nist_1828563	train
nist_1828606	test
nist_1828619	train
nist_1828635	train
nist_1828659	test
nist_1828678	train
nist_1828706	test
nist_1828736	train
nist_1828751	test
nist_1828758	train
nist_1828781	train
nist_1828803	train
nist_1828817	train
nist_1828834	train
nist_1828864	train
nist_1828897	train
nist_1828932	train
nist_1828968	train
nist_1828978	test
nist_1829002	test
nist_1829022	test
nist_1829035	test
nist_1829061	test
nist_1829095	test
nist_1829129	val
nist_1829146	val
nist_1829165	test
nist_1829206	test
nist_1829243	test
nist_1829262	test
nist_1829285	test
nist_1829303	test
nist_1829332	train
nist_1829367	train
nist_1829381	train
nist_1829393	train
nist_1829409	train
nist_1829440	test
nist_1829455	test
nist_1829478	test
nist_1829538	test
nist_1829590	test
nist_1829599	test
nist_1829618	test
nist_1829677	train
nist_1829694	train
nist_1829728	train
nist_1829749	train
nist_1829854	train
nist_1829902	test
nist_1829941	train
nist_1830072	train
nist_1830098	train
nist_1830121	train
nist_1830142	train
nist_1830232	test
nist_1830290	train
nist_1830301	train
nist_1830328	train
nist_1830406	test
nist_1830463	test
nist_1830516	test
nist_1830565	train
nist_1830573	train
nist_1830626	train
nist_1830643	train
nist_1830666	train
nist_1830693	train
nist_1830700	train
nist_1830708	test
nist_1830729	test
nist_1830761	test
nist_1830770	train
nist_1830822	train
nist_1830840	test
nist_1830895	train
nist_1830911	train
nist_1830929	train
nist_1831044	train
nist_1831144	train
nist_1831160	train
nist_1831205	train
nist_1831236	train
nist_1831268	test
nist_1831311	test
nist_1831330	train
nist_1831363	train
nist_1831415	test
nist_1831463	test
nist_1831486	train
nist_1831519	train
nist_1831549	train
nist_1831580	test
nist_1831632	test
nist_1831693	train
nist_1831737	train
nist_1831759	train
nist_1831786	train
nist_1831791	test
nist_1831892	train
nist_1831928	train
nist_1831948	train
nist_1831963	train
nist_1831985	test
nist_1832004	test
nist_1832025	test
nist_1832052	test
nist_1832094	test
nist_1832129	train
nist_1832146	val
nist_1832155	train
nist_1832189	test
nist_1832213	test
nist_1832247	test
nist_1832255	train
nist_1832276	train
nist_1832316	test
nist_1832331	test
nist_1832339	train
nist_1832370	test
nist_1832395	test
nist_1832399	test
nist_1832430	test
nist_1832478	train
nist_1832495	train
nist_1832505	train
nist_1832541	train
nist_1832557	train
nist_1832566	train
nist_1832583	train
nist_1832595	val
nist_1832612	val
nist_1832637	test
nist_1832657	test
nist_1832688	test
nist_1832746	train
nist_1832767	train
nist_1832864	test
nist_1832885	test
nist_1832922	test
nist_1833007	train
nist_1833025	val
nist_1833053	val
nist_1833100	test
nist_1833135	val
nist_1833212	test
nist_1833286	test
nist_1833310	test
nist_1833329	test
nist_1833358	train
nist_1833412	test
nist_1833463	test
nist_1833483	test
nist_1833532	test
nist_1833610	train
nist_1833660	train
nist_1833720	train
nist_1833740	train
nist_1833759	train
nist_1833800	test
nist_1833847	test
nist_1833883	test
nist_1833904	test
nist_1833940	test
nist_1833947	train
nist_1833959	test
nist_1834047	test
nist_1834088	train
nist_1834109	train
nist_1834128	train
nist_1834172	test
nist_1834222	train
nist_1834271	train
nist_1834309	test
nist_1834331	test
nist_1834382	test
nist_1834398	test
nist_1834406	test
nist_1834482	test
nist_1834529	train
nist_1834584	train
nist_1834608	train
nist_1834640	train
nist_1834664	test
nist_1834718	test
nist_1834740	test
nist_1834759	test
nist_1834828	test
nist_1834890	train
nist_1834924	test
nist_1834943	test
nist_1834981	test
nist_1835010	test
nist_1835033	test
nist_1835091	train
nist_1835142	test
nist_1835164	test
nist_1835196	train
nist_1835247	train
nist_1835279	train
nist_1835352	test
nist_1835369	test
nist_1835383	test
nist_1835424	test
nist_1835459	train
nist_1835484	val
nist_1835492	test
nist_1835503	train
nist_1835524	train
nist_1835545	test
nist_1835566	test
nist_1835576	test
nist_1835599	test
nist_1835638	test
nist_1835647	train
nist_1835662	test
nist_1835683	test
nist_1835713	train
nist_1835746	train
nist_1835803	test
nist_1835854	train
nist_1835859	train
nist_1835895	test
nist_1835912	test
nist_1835952	val
nist_1835972	val
nist_1836040	train
nist_1836067	train
nist_1836110	train
nist_1836131	test
nist_1836212	test
nist_1836233	test
nist_1836292	train
nist_1836331	test
nist_1836371	train
nist_1836453	test
nist_1836504	test
nist_1836547	train
nist_1836568	train
nist_1836631	train
nist_1836645	train
nist_1836658	test
nist_1836676	test
nist_1836720	test
nist_1836741	test
nist_1836782	val
nist_1836821	test
nist_1836829	test
nist_1836850	test
nist_1836905	test
nist_1836943	test
nist_1836960	test
nist_1836980	train
nist_1837002	test
nist_1837021	test
nist_1837039	test
nist_1837076	train
nist_1837115	test
nist_1837160	train
nist_1837250	train
nist_1837290	test
nist_1837327	test
nist_1837343	test
nist_1837359	test
nist_1837414	test
nist_1837430	test
nist_1837446	test
nist_1837465	test
nist_1837478	test
nist_1837489	test
nist_1837523	test
nist_1837539	test
nist_1837566	test
nist_1837585	train
nist_1837602	train
nist_1837636	test
nist_1837755	test
nist_1837781	train
nist_1837818	train
nist_1837828	train
nist_1837853	train
nist_1837949	train
nist_1838004	test
nist_1838012	test
nist_1838041	test
nist_1838064	test
nist_1838083	test
nist_1838093	test
nist_1838136	train
nist_1838217	val
nist_1838240	val
nist_1838281	test
nist_1838320	test
nist_1838336	val
nist_1838448	test
nist_1838468	test
nist_1838518	test
nist_1838539	test
nist_1838572	test
nist_1838610	test
nist_1838709	train
nist_1838730	train
nist_1838796	train
nist_1838855	train
nist_1838874	train
nist_1838912	train
nist_1838939	train
nist_1838962	train
nist_1839070	test
nist_1839091	test
nist_1839137	train
nist_1839178	test
nist_1839212	test
nist_1839256	test
nist_1839305	test
nist_1839372	test
nist_1839391	test
nist_1839467	train
nist_1839484	train
nist_1839540	train
nist_1839571	train
nist_1839591	train
nist_1839607	train
nist_1839710	train
nist_1839765	train
nist_1839824	val
nist_1839865	val
nist_1839908	test
nist_1839916	test
nist_1839950	train
nist_1839963	train
nist_1839989	train
nist_1839996	train
nist_1840034	test
nist_1840089	test
nist_1840111	test
nist_1840194	test
nist_1840212	test
nist_1840249	test
nist_1840276	train
nist_1840301	train
nist_1840310	train
nist_1840328	train
nist_1840343	train
nist_1840395	train
nist_1840413	test
nist_1840436	test
nist_1840444	train
nist_1840467	train
nist_1840486	train
nist_1840515	test
nist_1840567	train
nist_1840598	test
nist_1840636	val
nist_1840652	train
nist_1840668	test
nist_1840706	train
nist_1840722	train
nist_1840739	train
nist_1840765	train
nist_1840782	train
nist_1840823	test
nist_1840881	test
nist_1840898	test
nist_1840949	train
nist_1840998	train
nist_1841010	train
nist_1841065	train
nist_1841091	train
nist_1841113	train
nist_1841134	train
nist_1841231	test
nist_1841248	test
nist_1841303	test
nist_1841359	val
nist_1841417	train
nist_1841436	test
nist_1841446	test
nist_1841457	train
nist_1841503	test
nist_1841524	test
nist_1841630	test
nist_1841642	test
nist_1841680	test
nist_1841726	test
nist_1841745	test
nist_1841796	test
nist_1841858	train
nist_1841879	train
nist_1841925	train
nist_1841966	test
nist_1842031	train
nist_1842052	train
nist_1842088	test
nist_1842112	test
nist_1842134	test
nist_1842152	test
nist_1842237	train
nist_1842300	train
nist_1842330	train
nist_1842377	train
nist_1842419	val
nist_1842463	train
nist_1842480	train
nist_1842492	train
nist_1842515	train
nist_1842569	train
nist_1842589	train
nist_1842618	train
nist_1842640	train
nist_1842658	test
nist_1842681	test
nist_1842736	test
nist_1842763	test
nist_1842814	test
nist_1842837	test
nist_1842878	test
nist_1842900	test
nist_1842942	train
nist_1842965	train
nist_1842987	train
nist_1843065	test
nist_1843089	test
nist_1843129	train
nist_1843152	train
nist_1843210	test
nist_1843251	test
nist_1843320	train
nist_1843344	train
nist_1843426	train
nist_1843446	train
nist_1843545	test
nist_1843563	train
nist_1843604	test
nist_1843628	test
nist_1843702	train
nist_1843725	train
nist_1843749	train
nist_1843772	train
nist_1843831	train
nist_1843855	train
nist_1843878	train
nist_1843914	train
nist_1843926	train
nist_1843949	train
nist_1844061	train
nist_1844089	train
nist_1844181	train
